-84.2901611328125,124.03590391140939
-84.1901611328125,-10.82833442000822
-84.0901611328125,108.52055285538836
-83.9901611328125,(374.981245864494-307.76471285719566j)
-83.8901611328125,(362.1650447134615-312.68466083472305j)
-83.7901611328125,83.56707038672212
-83.6901611328125,-43.04563852400166
-83.5901611328125,(288.89539330649495-235.60896758698826j)
-83.4901611328125,-10.005200618384748
-83.3901611328125,45.433914010430136
-83.2901611328125,(246.90558675341998-249.76032027469284j)
-83.1901611328125,(252.6632123470731-270.4642847919026j)
-83.0901611328125,-12.121696240520903
-82.9901611328125,20.50843295859279
-82.8901611328125,-9.403062173183702
-82.7901611328125,(224.0351478692416-203.0926141151924j)
-82.6901611328125,(281.4221053176906-244.51508006969112j)
-82.5901611328125,55.62013875760987
-82.4901611328125,(279.6147900743469-220.50534805376435j)
-82.3901611328125,49.559638887441054
